# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MEGF11	ENSECAG00000000706	ENSECAT00000066204	protein_coding	3	18	14	4109	0	0	0	0	0	0	0	40	0	3	0	3974	14	0	0	0	0	2	0	0	0	0	0	18	95
MEIS2	ENSECAG00000016870	ENSECAT00000018059	protein_coding	1	5	2	2669	13	0	0	0	0	0	0	116	0	1	0	2385	2	0	0	0	0	2	0	0	0	0	0	3	157
MEIS2	ENSECAG00000016870	ENSECAT00000046179	protein_coding	1	7	3	2701	10	0	9	0	0	0	0	116	0	1	0	2457	3	0	0	0	0	2	0	0	0	0	0	5	111
MEIS2	ENSECAG00000016870	ENSECAT00000052450	protein_coding	1	5	2	2704	13	0	9	0	0	0	0	116	0	1	0	2457	2	0	0	0	0	2	0	0	0	0	0	3	111
MESD	ENSECAG00000018394	ENSECAT00000019428	protein_coding	4	30	13	345	0	0	0	0	0	0	0	124	0	4	0	137	13	0	0	0	0	1	0	0	0	0	0	29	85
MESP1	ENSECAG00000039551	ENSECAT00000046823	protein_coding	1	8	6	240	2	0	0	0	0	0	0	106	0	1	0	4	6	0	0	0	0	0	0	0	0	0	0	8	128
METTL17	ENSECAG00000013518	ENSECAT00000014270	protein_coding	7	47	24	225	0	1	12	0	0	0	0	51	0	5	0	91	24	0	0	2	2	9	0	0	0	0	1	40	79
METTL3	ENSECAG00000013168	ENSECAT00000013973	protein_coding	6	85	12	398	0	0	0	0	0	0	0	147	0	4	0	151	12	0	0	4	1	11	0	0	0	0	0	77	112
MEX3B	ENSECAG00000013497	ENSECAT00000014024	protein_coding	0	23	5	140	0	0	0	0	0	2	0	58	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	23	73
MFAP1	ENSECAG00000013485	ENSECAT00000014277	protein_coding	6	68	0	412	0	0	0	0	0	0	0	165	0	2	0	160	0	0	0	2	4	6	0	0	0	0	0	64	96
MFSD13A	ENSECAG00000014757	ENSECAT00000015514	protein_coding	0	23	10	379	109	0	0	0	0	0	0	155	0	0	0	33	10	0	0	0	0	0	0	0	0	0	0	23	82
MGA	ENSECAG00000006544	ENSECAT00000007089	protein_coding	18	261	204	1398	0	0	0	1	1	2	0	153	0	14	0	1173	200	0	0	1	1	6	0	0	2	0	0	256	79
MGA	ENSECAG00000006544	ENSECAT00000045218	protein_coding	17	256	191	1242	0	0	0	1	1	2	0	153	0	14	0	1011	187	0	0	1	1	5	0	0	1	0	0	252	84
MGA	ENSECAG00000006544	ENSECAT00000046483	protein_coding	18	261	204	1223	0	0	0	1	1	2	0	153	0	14	0	992	200	0	0	1	1	5	0	0	2	0	0	257	84
MGA	ENSECAG00000006544	ENSECAT00000054139	protein_coding	18	262	205	1221	0	0	0	1	1	2	0	153	0	14	0	990	201	0	0	1	1	5	0	0	2	0	0	258	84
MGAT2	ENSECAG00000005166	ENSECAT00000005043	protein_coding	0	60	29	260	0	0	0	0	1	0	0	136	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	60	124
MGMT	ENSECAG00000026858	ENSECAT00000028841	protein_coding	3	13	16	5312	18	0	0	0	1	0	0	109	0	2	0	5121	15	0	0	0	0	2	0	0	1	0	0	13	64
MGMT	ENSECAG00000026858	ENSECAT00000035507	protein_coding	3	14	17	5310	18	0	0	0	1	0	0	109	0	2	0	5119	16	0	0	0	0	2	0	0	1	0	0	14	64
MICU1	ENSECAG00000017574	ENSECAT00000018871	protein_coding	4	69	25	3759	0	0	2	0	0	1	0	58	0	4	0	3664	24	0	0	0	0	10	0	1	0	0	0	61	42
MICU1	ENSECAG00000017574	ENSECAT00000066084	protein_coding	4	70	25	3758	0	0	2	0	0	1	0	58	0	4	0	3664	24	0	0	0	0	11	0	1	0	0	0	61	42
MINAR1	ENSECAG00000010353	ENSECAT00000010643	protein_coding	6	49	26	1901	0	0	0	0	0	0	0	75	0	6	0	1718	26	0	0	0	0	0	0	0	0	0	0	49	108
MINAR1	ENSECAG00000010353	ENSECAT00000047044	protein_coding	6	49	26	598	14	0	0	0	0	0	0	89	0	6	0	387	26	0	0	0	0	0	0	0	0	0	0	49	108
MINAR1	ENSECAG00000010353	ENSECAT00000048530	protein_coding	6	51	27	345	0	0	0	0	0	0	0	107	0	6	0	130	27	0	0	0	0	0	0	0	0	0	0	51	108
MINAR1	ENSECAG00000010353	ENSECAT00000061872	protein_coding	6	50	26	284	10	0	0	0	0	0	0	87	0	6	0	80	26	0	0	0	0	1	0	0	0	0	0	49	108
MINAR1	ENSECAG00000010353	ENSECAT00000073620	protein_coding	6	48	26	599	14	0	0	0	0	0	0	89	0	6	0	388	26	0	0	0	0	0	0	0	0	0	0	48	108
MINDY2	ENSECAG00000019456	ENSECAT00000020857	protein_coding	2	13	12	1505	11	0	0	0	0	0	0	90	0	2	0	1329	12	0	0	0	0	0	0	0	0	0	0	13	75
MINPP1	ENSECAG00000012951	ENSECAT00000013532	protein_coding	2	34	15	973	40	0	0	1	0	0	1	79	0	1	0	783	13	0	0	0	0	3	0	0	1	0	0	32	73
MINPP1	ENSECAG00000012951	ENSECAT00000033604	protein_coding	1	34	13	603	0	0	0	1	0	0	1	86	0	1	0	446	11	0	0	0	0	2	0	0	0	0	0	32	73
MINPP1	ENSECAG00000012951	ENSECAT00000045510	protein_coding	1	61	28	1692	3	0	0	1	0	0	1	58	0	1	0	1560	26	0	0	0	0	2	0	0	0	0	0	59	73
MINPP1	ENSECAG00000012951	ENSECAT00000060172	protein_coding	2	52	26	1702	3	0	0	1	0	0	0	58	0	1	0	1572	25	0	0	1	0	4	0	0	0	0	0	49	73
MINPP1	ENSECAG00000012951	ENSECAT00000068229	protein_coding	1	35	13	1597	0	0	0	1	0	0	1	56	0	1	0	1470	11	0	0	0	0	2	0	0	0	0	0	33	73
MINPP1	ENSECAG00000012951	ENSECAT00000068286	protein_coding	1	27	15	978	0	0	0	1	0	0	1	116	0	1	0	789	13	0	0	0	0	0	0	0	0	0	0	27	73
MIPOL1	ENSECAG00000026892	ENSECAT00000029062	protein_coding	0	7	10	3955	0	0	0	0	0	0	0	68	0	0	0	3835	10	0	0	0	0	0	0	0	0	0	0	7	52
MIPOL1	ENSECAG00000026892	ENSECAT00000051994	protein_coding	0	8	10	5150	0	1	3	0	0	0	0	71	0	0	0	4967	10	0	0	0	0	0	0	0	0	0	0	7	109
MIPOL1	ENSECAG00000026892	ENSECAT00000063119	protein_coding	0	8	10	5120	17	1	3	0	0	0	0	57	0	0	0	4934	10	0	0	0	0	0	0	0	0	0	0	7	109
MIR190A	ENSECAG00000026492	ENSECAT00000028504	miRNA	0	0	0	122	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
MIR346	ENSECAG00000026254	ENSECAT00000028266	miRNA	0	0	0	197	0	0	0	0	0	0	0	81	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	115
MIR9-3	ENSECAG00000028729	ENSECAT00000052065	miRNA	0	0	0	132	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
MIS18BP1	ENSECAG00000004339	ENSECAT00000000624	protein_coding	16	80	142	1113	15	3	8	0	1	2	1	69	0	15	0	949	138	0	0	1	0	2	0	0	0	0	0	75	75
MIS18BP1	ENSECAG00000004339	ENSECAT00000004543	protein_coding	16	80	142	1113	15	3	8	0	1	2	1	69	0	15	0	949	138	0	0	1	0	2	0	0	0	0	0	75	75
MKRN3	ENSECAG00000001383	ENSECAT00000001195	protein_coding	2	12	19	191	0	0	0	0	0	1	0	109	0	2	0	2	18	0	0	0	0	0	0	0	0	0	0	12	80
MMP14	ENSECAG00000008351	ENSECAT00000008899	protein_coding	0	20	7	288	7	0	0	0	0	0	0	60	0	0	0	102	7	0	0	0	0	0	0	0	0	0	0	20	119
MMP21	ENSECAG00000000156	ENSECAT00000000127	protein_coding	1	3	2	325	0	0	0	0	0	1	0	102	0	0	0	97	2	0	0	1	0	2	0	0	0	0	0	2	128
MMRN2	ENSECAG00000017808	ENSECAT00000018848	protein_coding	3	15	19	439	0	0	0	0	0	0	0	85	0	2	0	240	19	0	0	0	0	0	0	0	1	0	0	15	114
MMRN2	ENSECAG00000017808	ENSECAT00000051204	protein_coding	2	11	12	451	0	0	0	0	0	0	0	85	0	2	0	252	12	0	0	0	0	0	0	0	0	0	0	11	114
MMS19	ENSECAG00000009259	ENSECAT00000010246	protein_coding	21	75	30	579	0	0	0	2	0	0	1	174	1	9	0	366	29	0	0	7	11	20	0	0	1	0	0	70	59
MMS19	ENSECAG00000009259	ENSECAT00000010467	protein_coding	20	73	29	583	0	0	0	2	0	0	1	174	1	8	0	367	28	0	0	6	10	18	0	0	1	0	0	70	59
MMS19	ENSECAG00000009259	ENSECAT00000066450	protein_coding	21	69	28	587	0	0	0	2	0	0	1	174	1	9	0	374	27	0	0	7	11	20	0	0	1	0	0	64	59
MMS19	ENSECAG00000009259	ENSECAT00000076677	protein_coding	20	74	28	583	0	0	0	2	0	0	1	174	1	8	0	370	27	0	0	7	10	19	0	0	1	0	0	69	59
MNS1	ENSECAG00000020945	ENSECAT00000022387	protein_coding	2	36	33	838	3	0	0	0	0	1	0	57	0	1	0	717	32	0	0	0	0	4	0	0	1	0	0	32	64
MNS1	ENSECAG00000020945	ENSECAT00000059656	protein_coding	2	31	29	2098	0	0	0	0	0	1	0	63	0	1	0	1973	28	0	0	0	0	2	0	0	1	0	0	29	64
MORN4	ENSECAG00000008658	ENSECAT00000008868	protein_coding	0	10	2	151	0	0	0	0	0	0	0	66	0	0	0	30	2	0	0	0	0	1	0	0	0	0	0	9	56
MORN4	ENSECAG00000008658	ENSECAT00000068692	protein_coding	0	3	0	159	0	0	0	0	0	0	0	70	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	2	56
MPHOSPH10	ENSECAG00000005944	ENSECAT00000006174	protein_coding	14	98	80	357	0	0	0	1	0	1	1	71	0	9	0	204	77	0	0	0	5	8	0	0	0	0	0	90	95
MPI	ENSECAG00000011033	ENSECAT00000011572	protein_coding	2	58	27	220	1	0	0	0	0	0	0	91	0	2	0	53	27	0	0	0	0	4	0	0	0	0	0	56	77
MPI	ENSECAG00000011033	ENSECAT00000056078	protein_coding	2	53	23	229	1	0	2	0	0	0	0	91	0	2	0	60	23	0	0	0	0	4	0	0	0	0	0	51	77
MPI	ENSECAG00000011033	ENSECAT00000070000	protein_coding	0	33	14	257	0	0	2	0	0	0	0	103	0	0	0	77	14	0	0	0	0	3	0	0	0	0	0	31	77
MRLN	ENSECAG00000030837	ENSECAT00000042768	protein_coding	0	0	0	252	0	0	1	0	0	0	0	62	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	84
MRPL43	ENSECAG00000038363	ENSECAT00000040008	protein_coding	5	35	18	269	0	0	5	0	0	0	0	64	0	3	0	14	18	0	0	2	3	5	0	0	0	0	0	33	191
MRPL43	ENSECAG00000038363	ENSECAT00000070699	protein_coding	6	27	15	310	0	0	0	0	0	0	0	60	0	4	0	62	15	0	0	2	3	2	0	0	0	0	0	27	191
MRPL46	ENSECAG00000007635	ENSECAT00000007778	protein_coding	2	37	23	1488	0	0	0	0	0	0	0	111	0	2	0	1314	23	0	0	0	0	0	0	0	1	0	0	37	63
MRPL52	ENSECAG00000000019	ENSECAT00000000013	protein_coding	3	12	6	218	0	0	0	0	0	0	0	109	0	3	0	71	6	0	0	1	1	6	0	0	1	0	0	9	42
MRPL52	ENSECAG00000000019	ENSECAT00000076187	protein_coding	3	9	5	215	0	0	0	0	0	0	0	102	0	3	0	72	5	0	0	1	1	2	0	0	1	0	0	9	42
MRPS11	ENSECAG00000007319	ENSECAT00000007323	protein_coding	0	8	6	321	4	0	0	0	0	0	1	73	0	0	0	161	5	0	0	0	0	1	0	0	0	0	0	7	84
MRPS16	ENSECAG00000009146	ENSECAT00000009340	protein_coding	3	31	15	272	0	0	0	0	1	0	0	159	0	2	0	29	14	0	0	0	0	0	0	0	1	0	0	31	84
MSMB	ENSECAG00000022328	ENSECAT00000023849	protein_coding	1	1	1	229	3	0	0	0	0	0	0	52	0	1	0	87	1	0	0	0	0	0	0	0	0	0	0	1	87
MSMB	ENSECAG00000022328	ENSECAT00000048502	protein_coding	1	2	1	903	3	0	0	0	0	0	0	52	0	1	0	813	1	0	0	0	0	0	0	0	0	0	0	2	35
MSMB	ENSECAG00000022328	ENSECAT00000076741	protein_coding	1	1	1	229	3	0	0	0	0	0	0	52	0	1	0	87	1	0	0	0	0	0	0	0	0	0	0	1	87
MSS51	ENSECAG00000007730	ENSECAT00000007804	protein_coding	0	14	18	104	0	0	0	0	0	0	0	37	0	0	0	8	18	0	0	0	0	0	0	0	0	0	0	14	59
MTFMT	ENSECAG00000012255	ENSECAT00000012681	protein_coding	4	42	23	437	0	0	3	0	1	0	0	85	0	2	0	287	22	0	0	0	2	2	0	0	0	0	0	40	66
MTG1	ENSECAG00000014887	ENSECAT00000015696	protein_coding	9	25	15	309	0	0	0	0	0	1	0	76	0	6	0	189	14	0	0	2	1	5	0	0	0	0	0	22	50
MTMR10	ENSECAG00000013765	ENSECAT00000014703	protein_coding	9	51	26	700	8	0	0	0	1	0	0	48	0	6	0	555	26	0	0	1	1	4	0	0	2	0	0	48	93
MTMR10	ENSECAG00000013765	ENSECAT00000053811	protein_coding	2	7	1	470	10	0	0	0	1	0	0	77	0	0	0	290	1	0	0	0	0	0	0	0	2	0	0	7	93
MTMR10	ENSECAG00000013765	ENSECAT00000077663	protein_coding	4	21	8	703	0	1	7	0	1	0	0	121	0	2	0	485	8	0	0	1	1	4	0	0	1	0	0	18	93
MTR	ENSECAG00000021661	ENSECAT00000023851	protein_coding	3	125	52	1463	0	0	0	0	0	0	0	72	0	0	0	1333	52	0	0	3	0	15	0	0	0	0	0	111	75
MTR	ENSECAG00000021661	ENSECAT00000023943	protein_coding	3	117	50	1473	0	0	0	0	0	0	0	72	0	0	0	1343	50	0	0	3	0	15	0	0	0	0	0	103	75
MXI1	ENSECAG00000003985	ENSECAT00000003849	protein_coding	1	20	4	1528	0	0	0	0	0	0	0	133	0	1	0	1327	4	0	0	0	0	4	0	0	0	0	0	17	71
MXI1	ENSECAG00000003985	ENSECAT00000028937	protein_coding	1	20	5	1527	0	0	0	0	0	0	0	133	0	1	0	1326	5	0	0	0	0	4	0	0	0	0	0	17	71
MXI1	ENSECAG00000003985	ENSECAT00000040716	protein_coding	1	19	4	1295	0	0	0	0	0	0	0	133	0	1	0	1089	4	0	0	0	0	4	0	0	0	0	0	16	76
MYH7	ENSECAG00000019844	ENSECAT00000022901	protein_coding	3	89	27	397	3	0	0	0	0	1	0	65	0	3	0	292	26	0	0	0	0	14	0	0	0	0	0	78	48
MYH7	ENSECAG00000019844	ENSECAT00000023357	protein_coding	2	72	14	304	0	0	1	1	0	0	0	49	0	1	0	206	13	0	0	0	1	6	0	0	0	0	0	68	53
MYH7	ENSECAG00000019844	ENSECAT00000023389	protein_coding	2	71	14	305	0	0	1	1	0	0	0	49	0	1	0	207	13	0	0	0	1	6	0	0	0	0	0	67	53
MYH7	ENSECAG00000019844	ENSECAT00000023469	protein_coding	2	72	14	304	0	0	1	1	0	0	0	49	0	1	0	206	13	0	0	0	1	6	0	0	0	0	0	68	53
MYH7	ENSECAG00000019844	ENSECAT00000066208	protein_coding	4	75	19	761	3	0	1	1	0	1	0	65	0	3	0	644	17	0	0	0	1	5	0	0	0	0	0	71	53
MYH7	ENSECAG00000019844	ENSECAT00000071683	protein_coding	3	91	30	392	3	0	0	0	0	1	0	65	0	3	0	287	29	0	0	0	0	14	0	0	0	0	0	80	48
MYH7	ENSECAG00000019844	ENSECAT00000073882	protein_coding	2	75	14	768	3	0	1	1	0	0	0	65	0	1	0	651	13	0	0	0	1	6	0	0	0	0	0	71	53
MYH7	ENSECAG00000019844	ENSECAT00000076542	protein_coding	3	74	19	763	3	0	1	1	0	1	0	65	0	3	0	644	17	0	0	0	0	4	0	0	0	0	0	71	53
MYH7	ENSECAG00000019844	ENSECAT00000077160	protein_coding	4	75	26	397	3	0	5	0	0	1	0	65	0	3	0	285	25	0	0	0	0	11	0	0	1	0	0	66	48
MYH7	ENSECAG00000019844	ENSECAT00000077890	protein_coding	4	84	30	384	3	0	5	0	0	1	0	65	0	3	0	273	29	0	0	0	0	13	0	0	1	0	0	74	48
MYO1E	ENSECAG00000024352	ENSECAT00000026447	protein_coding	7	193	27	2746	0	1	18	0	0	0	1	192	0	3	0	2480	26	0	0	0	4	14	0	0	0	0	0	181	71
MYO1E	ENSECAG00000024352	ENSECAT00000026465	protein_coding	7	194	27	2781	75	1	13	0	0	0	1	114	0	3	0	2518	26	0	0	0	4	14	0	0	0	0	0	182	76
MYO1E	ENSECAG00000024352	ENSECAT00000069219	protein_coding	7	188	27	2785	31	1	13	0	0	0	1	156	0	3	0	2523	26	0	0	0	4	12	0	0	0	0	0	177	76
MYO1E	ENSECAG00000024352	ENSECAT00000069411	protein_coding	7	174	26	2800	31	1	13	0	0	0	1	156	0	3	0	2539	25	0	0	0	4	14	0	0	0	0	0	162	76
MYO5A	ENSECAG00000021742	ENSECAT00000011788	protein_coding	2	37	16	1223	0	2	21	0	0	0	0	47	0	1	0	1083	16	0	0	1	0	4	0	0	0	0	0	31	77
MYO5A	ENSECAG00000021742	ENSECAT00000021502	protein_coding	6	17	3	447	47	0	0	0	0	0	0	296	0	2	0	67	3	0	0	1	4	6	0	0	0	0	0	13	45
MYO5A	ENSECAG00000021742	ENSECAT00000024063	protein_coding	19	226	33	2424	0	0	0	1	0	0	0	140	0	4	0	2230	33	0	0	1	13	12	0	0	1	0	0	216	78
MYO5A	ENSECAG00000021742	ENSECAT00000024069	protein_coding	29	234	31	3169	0	3	20	1	0	0	0	140	0	5	0	2978	31	0	1	2	21	18	0	0	1	0	0	216	67
MYO5A	ENSECAG00000021742	ENSECAT00000024070	protein_coding	19	214	32	2437	0	0	0	1	0	0	0	140	0	4	0	2243	32	0	0	1	13	12	0	0	1	0	0	204	78
MYO5A	ENSECAG00000021742	ENSECAT00000035320	protein_coding	21	195	33	3804	0	0	0	1	0	0	0	47	0	6	0	3700	33	0	0	1	13	9	0	0	1	0	0	188	78
MYO5A	ENSECAG00000021742	ENSECAT00000041028	protein_coding	29	235	33	3166	0	3	20	1	0	0	0	140	0	5	0	2976	33	0	1	2	21	19	0	0	1	0	0	216	67
MYO5A	ENSECAG00000021742	ENSECAT00000046143	protein_coding	28	235	33	3167	0	3	20	1	0	0	0	140	0	4	0	2977	33	0	1	2	21	19	0	0	1	0	0	216	67
MYO9A	ENSECAG00000016415	ENSECAT00000017832	protein_coding	5	121	94	3432	0	0	1	0	1	3	1	84	0	5	0	3257	89	0	0	0	0	7	0	0	0	0	0	117	94
MYO9A	ENSECAG00000016415	ENSECAT00000017899	protein_coding	5	121	92	3434	0	0	1	0	1	3	1	84	0	5	0	3259	87	0	0	0	0	7	0	0	0	0	0	117	94
MYO9A	ENSECAG00000016415	ENSECAT00000041311	protein_coding	5	121	94	3432	0	0	1	0	1	3	1	84	0	5	0	3257	89	0	0	0	0	7	0	0	0	0	0	117	94
MYO9A	ENSECAG00000016415	ENSECAT00000063027	protein_coding	5	121	94	3432	0	0	1	0	1	3	1	84	0	5	0	3257	89	0	0	0	0	7	0	0	0	0	0	117	94
MYO9A	ENSECAG00000016415	ENSECAT00000065497	protein_coding	5	120	92	3435	0	0	1	0	1	3	1	84	0	5	0	3260	87	0	0	0	0	6	0	0	0	0	0	116	94
MYOF	ENSECAG00000018560	ENSECAT00000020082	protein_coding	3	61	27	2297	0	0	0	0	0	0	0	93	0	1	0	2152	27	0	0	1	1	11	0	0	0	0	0	53	62
MYOF	ENSECAG00000018560	ENSECAT00000033850	protein_coding	3	65	25	1831	0	4	23	0	0	0	0	93	0	1	0	1683	25	0	0	1	1	10	0	0	0	0	0	53	42
MYOF	ENSECAG00000018560	ENSECAT00000052840	protein_coding	3	62	31	2263	0	0	0	0	0	0	0	87	0	1	0	2124	31	0	0	1	1	11	0	0	0	0	0	54	62
MYOF	ENSECAG00000018560	ENSECAT00000059812	protein_coding	3	55	27	2227	0	0	0	0	0	0	0	85	0	1	0	2090	27	0	0	1	1	10	0	0	0	0	0	47	62
MYOF	ENSECAG00000018560	ENSECAT00000060435	protein_coding	3	62	31	2263	0	0	0	0	0	0	0	87	0	1	0	2124	31	0	0	1	1	11	0	0	0	0	0	54	62
MYOF	ENSECAG00000018560	ENSECAT00000067269	protein_coding	3	62	30	2264	0	0	0	0	0	0	0	87	0	1	0	2125	30	0	0	1	1	11	0	0	0	0	0	54	62
MYOZ1	ENSECAG00000016739	ENSECAT00000017694	protein_coding	0	8	2	198	0	0	0	0	0	0	0	90	0	0	0	62	2	0	0	0	0	1	0	0	0	0	0	7	47
MYPN	ENSECAG00000015157	ENSECAT00000016087	protein_coding	2	58	16	1184	0	1	12	0	0	0	0	87	0	2	0	1031	16	0	0	1	0	3	0	0	0	0	0	55	57
MYPN	ENSECAG00000015157	ENSECAT00000032196	protein_coding	2	38	5	915	0	0	0	0	0	0	0	87	0	2	0	756	5	0	0	1	0	3	0	0	0	0	0	36	75
MYPN	ENSECAG00000015157	ENSECAT00000048051	protein_coding	2	38	5	1240	0	0	0	0	0	0	0	87	0	2	0	1095	5	0	0	1	0	3	0	0	0	0	0	36	61
Metazoa_SRP	ENSECAG00000030621	ENSECAT00000053837	misc_RNA	0	0	0	207	0	0	0	0	0	0	0	92	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	106
Metazoa_SRP	ENSECAG00000032077	ENSECAT00000051413	misc_RNA	0	0	0	148	0	0	0	0	0	0	0	91	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	45
Metazoa_SRP	ENSECAG00000036795	ENSECAT00000057523	misc_RNA	0	0	0	211	0	0	0	0	0	0	0	105	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	104
Metazoa_SRP	ENSECAG00000036973	ENSECAT00000035094	misc_RNA	0	0	0	159	0	0	0	0	0	0	0	30	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	127
NANOS1	ENSECAG00000003656	ENSECAT00000003494	protein_coding	1	8	11	190	0	0	0	0	3	2	0	125	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	8	65
NCOA4	ENSECAG00000006210	ENSECAT00000006673	protein_coding	11	79	76	465	133	0	2	3	0	0	0	129	0	8	0	151	73	0	0	0	2	0	0	0	2	0	0	79	52
NCOA4	ENSECAG00000006210	ENSECAT00000049059	protein_coding	5	68	61	497	151	0	2	3	0	0	0	129	0	4	0	163	58	0	0	0	0	0	0	0	2	0	0	68	52
NCOA4	ENSECAG00000006210	ENSECAT00000056847	protein_coding	11	73	71	476	151	0	2	3	0	0	0	129	0	8	0	144	68	0	0	0	2	0	0	0	2	0	0	73	52
NDN	ENSECAG00000001491	ENSECAT00000001364	protein_coding	2	10	5	205	0	0	0	0	0	0	0	100	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	10	105
NDRG2	ENSECAG00000022950	ENSECAT00000025134	protein_coding	2	22	8	284	22	0	9	0	0	0	0	88	0	1	0	95	8	0	0	2	1	4	0	0	0	0	0	20	73
NDRG2	ENSECAG00000022950	ENSECAT00000025140	protein_coding	2	22	7	285	22	0	9	0	0	0	0	88	0	1	0	96	7	0	0	2	1	4	0	0	0	0	0	20	73
NDRG2	ENSECAG00000022950	ENSECAT00000043046	protein_coding	3	18	7	535	0	0	2	0	0	0	0	108	0	1	0	348	7	0	0	2	2	3	0	0	0	0	0	17	81
NDRG2	ENSECAG00000022950	ENSECAT00000047017	protein_coding	2	21	7	810	22	0	0	0	0	0	0	88	0	1	0	632	7	0	0	2	1	3	0	0	0	0	0	20	71
NDRG2	ENSECAG00000022950	ENSECAT00000069010	protein_coding	2	22	7	285	22	0	9	0	0	0	0	88	0	1	0	96	7	0	0	2	1	4	0	0	0	0	0	20	73
NDRG2	ENSECAG00000022950	ENSECAT00000069122	protein_coding	2	22	7	285	22	0	9	0	0	0	0	88	0	1	0	96	7	0	0	2	1	4	0	0	0	0	0	20	73
NDRG2	ENSECAG00000022950	ENSECAT00000070709	protein_coding	2	18	7	1212	22	0	0	0	0	0	0	90	0	1	0	1027	7	0	0	2	1	3	0	0	0	0	0	17	76
NDST2	ENSECAG00000018379	ENSECAT00000019975	protein_coding	5	110	30	391	0	3	23	1	0	0	0	185	0	0	0	40	29	0	0	5	3	6	0	0	0	0	0	104	151
NDUFAF1	ENSECAG00000012378	ENSECAT00000012903	protein_coding	4	43	47	382	0	0	7	0	0	1	0	85	0	4	0	243	46	0	0	0	0	1	0	0	0	0	0	42	48
NDUFB8	ENSECAG00000010039	ENSECAT00000010435	protein_coding	2	25	18	194	10	0	0	0	0	0	0	43	0	0	0	66	18	0	0	0	2	3	0	0	0	0	0	23	79
NEDD4	ENSECAG00000009456	ENSECAT00000010394	protein_coding	4	40	29	1865	0	0	0	1	0	0	1	47	0	1	0	1751	27	0	0	2	3	10	0	0	0	0	0	32	78
NEDD4	ENSECAG00000009456	ENSECAT00000013007	protein_coding	4	47	38	932	0	0	0	0	0	0	0	51	0	1	0	813	38	0	0	2	3	7	0	0	0	0	0	42	76
NEDD4	ENSECAG00000009456	ENSECAT00000038214	protein_coding	4	37	28	1141	0	0	0	1	0	0	1	47	0	1	0	987	26	0	0	2	3	7	0	0	0	0	0	32	115
NEDD4	ENSECAG00000009456	ENSECAT00000056409	protein_coding	4	47	38	935	0	0	0	0	0	0	0	51	0	1	0	813	38	0	0	2	3	7	0	0	0	0	0	42	79
NEDD4	ENSECAG00000009456	ENSECAT00000078063	protein_coding	4	45	38	1343	0	0	0	0	0	0	0	68	0	1	0	1205	38	0	0	2	3	8	0	0	0	0	0	39	79
NEDD8	ENSECAG00000028965	ENSECAT00000053037	protein_coding	2	16	0	409	0	0	0	0	0	0	0	153	0	1	0	159	0	0	0	2	0	4	0	0	0	0	0	13	102
NEIL1	ENSECAG00000000925	ENSECAT00000001353	protein_coding	1	26	17	299	0	0	0	0	0	0	0	209	0	0	0	31	17	0	0	0	0	1	0	0	1	0	0	25	60
NEIL1	ENSECAG00000000925	ENSECAT00000046503	protein_coding	1	14	7	282	0	0	0	0	0	0	0	183	0	0	0	40	7	0	0	0	0	1	0	0	1	0	0	13	60
NEMF	ENSECAG00000017376	ENSECAT00000018909	protein_coding	13	118	38	1349	0	0	0	1	1	1	0	120	0	9	0	1137	37	0	0	5	1	21	0	0	0	0	0	105	110
NEO1	ENSECAG00000024743	ENSECAT00000026822	protein_coding	0	55	9	4201	0	0	0	0	0	0	0	57	0	0	0	4108	9	0	0	0	0	5	0	0	0	0	0	50	41
NEO1	ENSECAG00000024743	ENSECAT00000026833	protein_coding	0	55	9	4201	0	0	0	0	0	0	0	57	0	0	0	4108	9	0	0	0	0	5	0	0	0	0	0	50	41
